sentence,sentiment,Date
Dua karna Allah ham sab ko hadayat ata farmaye. AAMEEN,0,2024-05-16
"Aisy jawab ni deye jaty,Chalo khair kabi mulaqat hoi tu detail main bat karein ge.",2,2024-05-08
Pakistan mein sab kuch ha sirf ruler thek ho jaye tu,0,2024-04-16
Or iss ka solution poch raha hon tum se?,2,2024-06-17
Otherwise kuch ni hony waala,1,2024-06-21
Koi excuse ney election laren bus,0,2024-01-09
kiun g hamara sher worker hy,1,2025-03-07
Marusi siast... ghulam ibne ghulam ki new type,1,2024-02-24
Na g bht mehnti bacha hy Papa kehte hain bra nam kre ga.,0,2024-11-17
yehi youth hi tou PTI ki taqat hy.,0,2024-04-22
good ap nae dil jeet laya thank u bhai jan ilove u,0,2025-02-06
"aye,maza ajata ha jab tu aesi harkatein krta ha .",0,2025-02-15
App sa koi nhi pori doniya mien,2,2024-08-01
Mashallah Khoobsurat Chehra welcome kar dena I like to goodbye,0,2024-08-09
Mam ap Kay lay.........,0,2024-05-21
allah nazre bud se bechye ..,0,2024-12-08
Khair mubarak to both mashallah cute couple wow kush rho dno,0,2024-01-11
Khubsurat ladki Khoobsurat scenery mein,0,2024-10-02
Lagdi lahor di yain,2,2024-04-03
ab shayd ap ko ring change kar deni chahiye :-/,2,2024-03-07
Meri janu,0,2024-04-20
Buri baat,1,2024-08-15
Jo dehkre hai sem wahi hai,2,2025-03-13
Colour ki garnti hy,2,2024-06-04
large size available h kya,2,2024-12-31
Aap ki shop kaha hai,1,2024-06-17
Ye black wale ka price kia hai.,2,2024-12-31
Tu kia kra hai,2,2025-02-06
Shop kaha ha tlme plz,2,2024-11-09
Order kasy ho saktha ha,2,2024-02-12
pyary hain ,0,2024-08-18
koi b cmnt nhe show ho rha,2,2025-01-02
hn dekhy mae,2,2024-02-03
Stuf kesa h icka,2,2024-04-11
Ya suit order krna h,2,2024-02-21
Ye what wala madiam size,2,2024-10-30
Stuf kesa h,2,2024-04-22
Humy bolchi satyl dress ordar karna hya,2,2024-06-07
Fake h ye. M ne b order kiye ty,1,2024-09-09
Apki shop kaha hai?,2,2024-02-05
Han ji apki shop Kahn h ??????ap bataskhte h or plzz,2,2024-09-17
Mujy mangwana ha,2,2024-02-07
Konsi jaga par ha shoap,2,2024-08-10
Stuff kon sa hai,2,2024-11-26
Stuff kon sa hay or kisy mely ga,2,2024-05-07
Dolmen mall tariq road pe dekha tha maine..,2,2024-02-16
Wahan kitney ka tha,2,2025-02-26
Shirt or shalwar hai dupatta ni hai?,2,2024-03-03
Ap ki shop ki location kia hy,2,2024-06-10
Shop kaha hai watsup ko choro,2,2024-12-16
shop kaha hai adris,2,2024-08-14
Sir order kasc kr ne hai,2,2024-10-23
mjhy ye zyada achy lgy hn unsy... anum,0,2024-01-29
Han ye b pyary hein,0,2024-05-16
pehle kuch order Kia in s?,2,2025-01-03
Tere intzar.m hun yr...kb chlngay bzar,2,2024-10-02
Wah madam m ami sy jb khti hun ami khti hn wo bzi hy bemar hy....prsu ka prgrm.bna,1,2024-06-26
Ami b na ,2,2024-03-03
Chal prgrm bna kisi din ka.... m ny adan ki shopng krni hy,2,2024-09-17
Sirf adan ki? Apni nhi ?,2,2024-06-12
Stiched hy ya un stiched hy,2,2024-10-29
Aur shop kis city m hy locatin baty plz,2,2025-02-14
Habib arain ya dress Kitna pyre h,0,2024-02-15
Habib arain AK magwa kr do plzzzzzzzz Eid pa,0,2024-02-06
Conse colr may chaiye,2,2024-09-04
Yeh kesi ny order kia h yeh wesy hi jesa pic m dekha rahy hn ????,2,2024-05-18
Conse colr may chaiye,2,2025-01-09
First wala,2,2024-06-13
Try krta hn,2,2024-10-29
Ap ki shop kder hai,2,2025-02-13
Mami order kr lo,2,2024-07-16
Is me bacho ka saiz hae,2,2024-10-19
Ap nay mangvay hain?,2,2025-01-11
apki shop kahan hy,2,2024-04-10
Ya suit salay ha ya nu salay,2,2024-05-15
Omg mjhe gullu k dramay yaad agye us shop wale ,2,2024-06-24
Ye woi frok h na,2,2025-02-21
G g woe haii black me ho to le loon 1300 me bot sastii,2,2024-12-24
Mjhe gift krdo issi mein beshk,2,2024-06-23
tjje ye psnd he ne.. Na tu aisii pehntii wrnaa me zroor kr doon gft tjje,2,2024-11-30
Me pehn lngi tm jb pyaar se gift krogi tou,0,2024-12-22
sila howa hay,2,2025-01-30
Size kya hy ?,2,2024-03-31
Size bta dain,2,2024-05-23
Ap ki shop kha ha,2,2024-05-11
Meri trf se tere liye ,0,2025-02-19
nah balochi hai,2,2024-05-03
Is me bacho ka size he 13 years?,2,2025-02-09
Meri taraf se Uh k liYe,0,2024-10-26
Sdky U ki Farakh Dilli k,0,2025-01-09
Bs Dekh Dekh k Dil Se khuSh hoTi Reh,0,2024-06-29
Behan ab tO mujhy ye real m chahiye,0,2024-11-23
Behn apke ghar me miRrOr h naw tw Ek vaRi apne apkO Dekh Len ap,2,2024-10-06
Kiaa krna h mirrOr dekh kr bina dekhy bhi MashAllah nikalta h,0,2025-02-23
LaGta h Uh ka ShanakhTi carD nhi bana ABhi Tak jbhi,2,2024-09-04
Agr bn bhi gya naa tOo yaqeen kr us m bhi bht piyari lgaOn gi,0,2024-08-12
Dil kOo BehLane k liYe khaYaL aChwa h,2,2024-02-09
Nice apka shop kaha hai....,2,2024-05-03
Ap ki shop kha hy,2,2024-07-05
Size bhi btayen,2,2024-07-24
Kitne ka yah daras ha,2,2024-06-14
kch yd aya,2,2024-12-01
Haan mery dres ki tra hy,2,2024-07-19
Kidr hai shop,2,2024-12-10
Bachoo ki bhi aisi dress hain ten year ki bachi,2,2024-11-05
black color main available hai?,2,2024-06-23
Black me h kya???????,2,2024-01-05
Bht pyary hsin but stuff ksa hy,0,2024-02-08
mujeh yeh chahiyee ,2,2024-12-25
Ok jiyana mangwaty hen,2,2024-08-14
saChi mngwarahi ho? ,2,2024-04-17
Price kya a eski ???? Plzzzzzzz btahe .,2,2024-10-01
mjy ya dress chaiay,2,2024-03-05
Plz is pic oraigal daikhne,2,2024-03-01
Large size me available hy?,2,2024-11-11
Cloth kesa h,2,2025-01-29
8 sal ki girl ka sot mile ga,2,2025-03-14
Ye stich h ya unstich,2,2024-04-10
1300 men? Ly lon phr men?,2,2024-07-02
smal m.ek dress chahy,2,2025-03-06
Ap k shop kaha h,2,2025-02-05
first clr m 2 suit chayn,2,2024-05-07
ihy tha ghurayun..,2,2024-08-26
Mujhi cxn eid ty ehyo wathi aiyun ahin sunny wat athai 6k jo aa puro suit,2,2024-03-21
acha ity dis ketry jo payo aa ,0,2024-10-26
ketry jo aa,0,2025-03-23
1300 log barbad hogye,1,2024-03-30
Stuff me mazo na hundus,2,2024-03-15
Alhaye marhu ta chitta laga paya aahinKhair aa sutho na hundo stuff ta kam wari khy deye wathandasu ,2,2024-07-25
haa ma b disi kehri khbr stuff khrb huje par dost ghurayo aa disa unjo kiye nikryo,1,2024-04-20
Hal sai ahe dis0n tha,2,2024-12-15
Simi order karwa,2,2025-02-06
Agr kharab nikla to ,1,2024-08-28
Nai nai acha lag rha h pic lo in see phr Ami Je se pocho,0,2024-04-14
Tm mangwao phly ,2,2024-01-11
1300 price ga dress plzz tell itna less ksisy ho sakta ha,2,2024-02-05
Ye chahe muje,2,2024-11-13
ye kitne ka ha,2,2024-08-05
Quetta may delvr ho gaaa,2,2024-04-19
Is ke ilawa konse coloer hai,2,2024-01-27
In ky price kya hy g,2,2025-02-20
Wholesale par b dety ho,2,2024-10-17
humne order karna hai,2,2024-07-07
Ketne price hy bohat Zabar10,0,2025-03-11
Hum ne dresses lanay hai please call karay,2,2024-03-11
03424926847 is par rabta karay please,2,2024-10-20
Adres btaye or shop ka,2,2024-12-05
black m hn?????,2,2024-06-30
What's py reply b kya kro,2,2024-02-11
Three Pec kitny ka h,2,2025-03-07
Kia yeah three piece hy???Aur colours hn,2,2024-12-17
Stuff kia hy,2,2024-02-05
Sir 3 saal ki bachi ke lie sot hoga,2,2025-03-17
Kia price hai,2,2024-07-27
Black color hai s me?,2,2024-10-15
Hume 2 chahiye.,2,2024-09-30
Da kom zai ki de,2,2024-08-13
Ji muje ye sut chahiye,2,2024-05-27
Yar jaga sahi buto moje Lena hai,2,2024-02-05
Black mai hai ye design,2,2024-02-13
Ek dena no 5 aur ek 3 paratgeen,2,2024-12-03
medium size m mil sakte han,2,2024-08-07
Black mn h ya nh nd any shop in lahore,2,2025-03-06
Black ma b h kia,2,2024-01-21
Mujhe chaheya,2,2025-03-10
Shop kha hi ap ki,2,2024-03-07
Lahore ma kis markit ma sale ho raha h or size kiya han,2,2024-04-14
.mujha hafwite ma chahyee,2,2024-05-01
Kis klisy,2,2024-04-05
wasy hi acha lag raha ha,0,2024-04-15
Ji lg to rha h,2,2024-07-17
Mujhe chahye,2,2024-04-11
Mj born chai ha large sis ma,2,2024-12-02
Karachi mea deliver ho sakta hy kia,2,2024-10-28
Mje b lana hn,2,2024-05-06
Pindi ma kaha se mely ga,2,2024-09-26
Apki shop kahan ha,2,2025-03-15
Phon no band hay or reply,1,2024-03-29
humin chahye kc mily ge,2,2025-03-17
2 sot chahye humin,2,2024-01-28
Mjy do suit chahye,2,2024-03-25
Sut lena hy,2,2024-02-26
Meri apni shop ha mujhsy contact kro m bht mal kharedunga agr ap rate aur chez dono sahi den to,2,2024-03-19
Ap mal chk kr len sai ho to me ap s mngwa lu gi.,2,2025-01-18
3000 ka suit hai..pagal bna rhy hain..,1,2024-01-01
itna sasta kahan mily....,2,2024-08-03
Yah sab farad hai ham order py mangwaya tu fazool jarsi k do troozer bhaj dey or tcs wala open b nahi karny dy raha tha hum by open kea parcel tu kuch b nahi that us main yah suit dhyka k parcel k pesy ly k dhoka kar rahy han,1,2024-10-31
Kitne ka r iski original pic dikhaen,2,2024-04-17
Apk shop kha hm plz say fast,2,2024-02-05
price kia ha plz bataen,2,2025-02-20
Price keya hai,2,2024-09-28
Kapre ki guaranty h?,2,2024-01-15
Mjhe chye inbox Karen plZ,2,2024-10-13
Abeeha Abeeha Abeeha dokan kahan hai,2,2024-02-21
Mujhy chahay plz inbox kry,2,2025-02-10
tery jesi hna,2,2024-11-29
Wesy b BRI Eid aa rhi ha ,0,2024-06-27
"yr 1300 ka bht sasta h yr 3pc,delivery k sath 14 ka parh jaega, phr b mehanga ni h",2,2024-09-23
Mehenga to nai hai but pehnogi kub? Occasion dress hai casual nai hai,2,2024-07-28
han mje yahi puchna tha k kese occasions pe pehna ja skta h?,2,2024-11-19
Mehendi pe kisi ki,2,2025-01-30
acha phr choro,2,2024-08-08
School functions wagera m pehan skte hain?,2,2024-06-26
Yar as a student pehen skte hain as a teacher nai. Uni functions mai b pehna ja skta hai,2,2025-01-07
Saiz kon. Sy ha,2,2024-01-06
Sooo soooo nice katni ki h ya,0,2024-06-11
Shop kahan hai?,2,2024-02-23
Ap ka number koi pic nhe kurta,2,2024-04-13
Bahi g ap ka what's up number he band ha order kis par karin,1,2024-05-31
Ye mojy chaye,2,2024-11-20
Number ap NY band rakha ha order kdr Karin g,1,2024-01-03
Dhoka ha ye site plx mat Len ink products fraud ha sarasur,1,2024-02-18
Karhai wAle dubatay batan,2,2025-01-08
Dhoka ha ye site plx mat Len ink products fraud ha sarasur,1,2024-02-22
Kisi ne koi oder kia ha jis ko order mila ho plz apna experiance share karain ta k pata chal sakay k kapra kesa ha or same chez milti ha ya fake ha.,2,2024-09-24
ku k aj kal online shoping fake hoti ha,1,2024-10-14
me ne kya mangwaya nd kya mila dekhny k laeq nahi,1,2025-03-18
black suit ki code konsa hai,2,2024-06-28
Aur apki shop kahan hai delvry jhan bh hoga 3 din k andr,1,2024-09-19
10 sout chahaiy,2,2024-02-11
2 suit chaheye,2,2025-02-25
ksi ny liya hai in sy,2,2024-07-26
Dhoka ha ye site plx mat Len ink products fraud ha sarasur,1,2024-03-14
Kiya hum nai part Pakistan ka ??,1,2024-06-22
Ishaque nizamani kashmiri itnay Hain k mqm ka apna wing tha pura kashmirino ka or 2seats mqm nay Kashmir say jeeti Thai ,2,2024-04-02
very good bhai ye youtube bhi upload kren plz,0,2024-02-08
Video achi hai  ,0,2025-01-25
But Still Vote deserves nahe kartay.. ,1,2024-02-23
LIKE say kam chalain ,2,2024-02-03
pury Pakistan main sab say zayda kashmiri Karachi main Hain par afsos kashmirino ko gadar ya ahsan faramosh tu boldaty Hain humary political parties wale par aj tc kisi nay awaz nai uthai,1,2024-02-28
Marketing seekh hi gae (At last).. ,2,2024-09-01
 kiu 14 Aug ki thara 5feb banaya jata Pakistan main ?? ,2,2024-12-20
Kiya seriously Pakistani awam ya Pakistan kashmirino ko own b karti hai ya phir bus Punjab he Pakistan??,1,2024-06-23
bad mai ilzam sheher ke logon pe lagate ho ke wo ab tak muhajir kiyun hen ,1,2024-01-09
Kabhi apna tasaub nikal ker dekh bhi lia karo agla insan kisko kia samjha raha hai.,1,2024-02-14
Dr afnan sharam karo patwarii pchle 5 sal m yad nahi aya Karachi.,1,2024-11-02
Acahanak Muhajjir ki itni izzat itna khayal karachi ka yeh pechlaye 5 saal main su rahey thaye???,1,2024-01-21
Bx yahi ki qayadat ko kch hosh a jye..,1,2024-06-14
"Election Qareeb hain Karachi ki Yaad aa gai, Beta Lahore ki fikar Karo. ",1,2024-09-04
abnahi loot ne dain g Karachi ka pesa. ,0,2024-06-18
"Kamai karachi aur lage LAhore pe, ",1,2024-11-22
BC corrupt leader ka corrupt banda..,1,2024-11-18
Duniya ka 2sra bada City ? ,2,2024-01-19
smjh tou gaye hongay aap,2,2024-06-01
mera vote PTI Kay naam....,0,2024-12-20
Vote sirf Altaf ka and usne boycott ka kaha hai to boycott that's it,1,2024-11-14
Lahore hai Karachi us ka Shoher hai ,1,2024-05-18
Very well done.bahat goose bumps ii but hamara vote kitab ko hi hea.,2,2024-08-07
Sara paisa election campaign main laga diya,1,2024-02-23
Karachi may aman noon league nay nahi army or rangers nay Kia hai. ,0,2024-11-09
this video was awesome. but vote to Imran Khan ko hi dunga.,0,2025-01-16
Is video se ap logo ki corruption nhi chup sakti.. Sorry no chance this time,1,2025-02-09
Ch*tia*y duniya ka 6th largest city hai karachi 2nd largest Beijing hai.,1,2024-02-11
Noon league nay as usual Sirf credit khod Lia hai,1,2024-08-09
vote nahi Dena . But check the advertising skills. Bik gaya vote ,1,2024-02-08
Nice add but vote sirf PTI ka Hoga ,0,2024-12-12
Bht awla mgr vote k lie ,0,2025-03-21
Vote zaroot dain mgr smooch kr,0,2024-06-16
Candidate pathan lagta h.,2,2024-12-21
Main karachi mera vote MQM ,2,2024-03-21
Or mera vote PTI k liye,2,2025-02-17
khud e vidoe bnae or post o ke,2,2025-01-11
kis ne banai,2,2024-07-26
Ye couple video zra dekhein boy khud e bna raha,0,2025-03-17
han khud he bana rha hai....,2,2024-09-16
ap bht bht bht hasen ho,0,2024-09-16
yh kis movie ka song ha plz plz sed me,2,2024-08-02
Drama song hai,2,2024-05-17
Hum dastaan apni sunaye to sunaye kasa ya drd dil ko jo rola raha hain wo bataye kasa ya kasa roug mila kare kis sa ya gila koi fayaad nhi sunta yahan kahan jaye haye rab ve rab jindri hoi ku fana,1,2024-09-22
Waisai sab Muslim hein buhat baray......,2,2025-03-04
Kahien darr toe nahe rahay taqatown sae..... And if this is the reason MAULA ko kya jawab doe gai,1,2024-01-15
Yeeah hea alvaaz kisie geir Muslim nay bolay hotai ab tak boycott hoe jata heer taraf sae,1,2025-01-03
Vagebul qatal kay naray chaltai,1,2024-11-01
Dharnay hotai,1,2025-02-02
Molviown ka selaab jama awaam ka selaab nikalta,1,2024-05-01
Baibasie ka alam hai logh burie ki manind chal rahay hein,1,2024-04-27
Lanat aisea support per jis ka leader esie gustahi karay,1,2025-01-06
Mjy yaqeen tb ayga jb hm jeet jaygy,0,2024-03-27
Masha Allah. Zbrdst achievement. PTI znda baad,0,2024-06-09
Mashallah mubarak ho treen sb,0,2025-01-05
Janab tareen sb 1.din jalalpor me bhe day mherbany,2,2024-01-18
lodhran walo yaad ha zimni election me tareen ne baryani ki plate ka tana dea tha dafa kro pti ko is bar b,1,2024-07-20
Zoog ki 4G Diwais 2G ha.,1,2024-01-23
Lakhtee LAANAT ZOOG,1,2024-07-03
SAB KAH DOO,2,2024-05-05
Janab kpk ma to la nahi saky ab phr sy 90 din chahiye...,2,2025-03-13
IK to inse wese bh NH darta q k ye iske khalazad bhai hen,2,2024-03-21
Yeh sab Kam manzur khanzeer ka Kam hay peshawar may belor shaheed Kia bolchistan may siraj rahsani ko shaheed Kia or Banu may akram durani par hamla Kia. ,1,2024-11-07
Yah manzur khanzeer Pakistan may khanna jange shoru karna chahty hay.,1,2024-08-25
 Hum Pakistani AK hay.,0,2024-02-04
 Manzur khanzeer ka or us ka faltoo koto ka ilaj serf pak army hay    ,1,2024-12-05
Shukria tareen sahib,0,2024-04-12
Tareen sb Na171 aur pp 247 mein pti k nominated candidates azaad candidates ko support kar rahy hain Jo k end of the day party ko hi nuqsan hoga!!,1,2024-05-01
Waraich sb apny saaath azaad candidate abbasi ko aur gardezi sb apny saaath cheema group ki himayat kar rahy hain jis se sher sawa sher banny k liye tyaaar betha hai!,2,2024-06-18
Khan shb please NA174 ka bhi round lgaein,2,2025-01-18
Imran khan sy ek request ha k is election ma jany ka koi fiada nai n league our ppp nay election nai maan na.,1,2025-03-17
 To lihaza imran khan ko chahiya k ek press conferrence kary our us ma sari parties k samnay ek demand rakhy k pti saaf shafaf election chah thy ha lehaza saaf shafaf election k lya zaruri ha k 2013 k election ki tahqiqat ki jahy our jin logo nay b 2013 k election ma dhandli ki thy sub ko punishment di jahy our us k bad election ki tarf jaya jahy ...is purpuse k lya,0,2025-02-10
* suprem cout say request ki jahy k ek jit banai jahy jis ki time limit 2 month rakhi jahy .,2,2024-08-19
* Daily Media py Live Tahqeeqat dhekhi jahy,2,2024-12-20
* Jin LOgo Nay Dhandli Ki Thy Unhy Sary Amm Phansi Di Jahy,2,2024-05-30
N League + PPP + Fazlul Rehman + Anp + Mqm + Jamat e Islami K Supporter sy Request Ha Is Post Ko Share Kary Warna Dramy Band Kary,1,2024-07-22
ALLAH Hamsabko Hsan kry,0,2025-01-07
angel ek to salo bd post vo b asi khofnak . ,1,2024-02-12
allha apna rehm kre,0,2024-04-19
O mere bhaio ea videos dekh k kamaka insan ko mout se darao mat .. ,1,2024-03-07
Qabar ka hall murda or uska allah janta hai bus..,2,2024-01-01
 Agar ap ache amal kar k inteqal kar jao to ap khushi khushi apne qabar khi taiyari karoge na k ase video dekha k logo ko gumrah kar k,2,2024-01-23
Allah ham sab ko Qabbr ki Azaab se bachay.,0,2024-09-14
 Allah Sub Muslims ko apny Rehmat ma jaga ata farmaye Ameen Suma Ameen INSHALLAH,0,2024-07-16
Agr jis k aamal axhy hOon...un k 7 bhii yhi hOta ??,2,2025-02-22
Ya allah hum sub ko qabar ke azaab se bachana,0,2024-09-08
Allah hm sbke gunaho ko maaf farmaye.. ,0,2024-10-07
Or hm sbko kbr ke azabo ke bachaye,0,2025-01-29
Hmesha Allah ki rehmat ko yad krna chahye...keu k rehmat sb chezon py haavi hy,0,2024-07-28
ALLAH THAALLAH HAM SAB P RAHEM FARMAY AMEEN SUMA AMEEN,0,2025-02-03
Jo Aurat Gair Mard Par Apni Zinat Zaahir Karne ke Liye Daman Ghasite,1,2024-12-18
Hue Chalegi Qayamat keDin wo Noor se Mehrum& Andhere me hogi,1,2024-04-01
Huzoor Sallallaho Alayhi Wasallam Farmate Hain:-,0,2024-12-27
"Aye Logo, Apni Aurto KoSingarwala Libas Pahenkar Gair Mahramo Ke Samne Nikalne Se Mana Karo.",1,2025-01-07
Ye Kb Release ho Rai Ha?,2,2024-12-15
Yani hmain b khala g NY bigara hy? ,1,2024-04-05
Zahir hai :D,2,2024-11-01
kindly APNEE compign koo strong karain orr bohat say kaam han kernay walay,0,2025-01-16
Ahan bhai mehar wajid Azeem pp152 ma lare ga,0,2024-01-23
Phr yar  be bhot acha canidate hai,0,2024-07-30
AoAma pti say request karta hun k NA 126 par review karay plz Maher wajid is best candidate plzzz ye seat loose mat karo,0,2024-03-30
Allah apko salamat rakhy,0,2024-05-12
yra ho Manam di ha Murad saib Da ANP darta deer swazi...,2,2024-12-11
bike pai swari itni aham nahi ka page pai upload karai.,1,2024-06-20
Helmet to pehin lo,2,2024-05-03
Hat jao washal aa rhi hai,0,2024-07-14
Laten taba dy,2,2024-03-23
Muraad saeed bai nazar nai aa rahy aaj kl,0,2024-09-24
Khan Saib niklay pooray pakistan main please app humary umeed ho please,0,2024-07-28
Mery jaan qurban meray leader per,0,2024-04-09
Poor imran chanday se rah gaya.garbage collector nation,1,2024-03-20
Mashallah. Allah pak lambiii umeer day.ameen.. allah nazer say bachay.ameeennn,0,2024-11-22
Khan Saib niklay hum app Kay saath hai,0,2024-01-23
NAWAZ SHARIF KO BAGA DIA AAP KE SHUKAR GUZAR HAIN THANKS,0,2025-02-02
Pagal ho app,1,2024-02-15
aur ho saky tu dp b laga ly election tk k liye,2,2024-05-17
Thori dar wait karen inshallah bhar janye gi,0,2024-01-15
Kaha per he ye jlsy,2,2024-01-01
Swat me aj Pti ka jalsa ha,2,2024-11-12
yar jaga chota he,1,2024-04-04
Chair kam hai.,1,2024-06-24
"President bnty he pury khandan air frineds ko hajj par ly jaya gaya on govt exp, apni salary mein heran kun increment, not pride but messsna",1,2024-06-06
Or na he politics or is dunia mein interest,1,2024-09-21
Ye SMS wala theek hai na???,2,2024-02-29
Demaghi bemaar log is post pe laughter emoji bhej rhy hain..... -_-,1,2024-10-08
Aslam bot dhet ha tu b  Happy Birthday ,1,2024-11-15
Ap log shaadi jaldi ker lo na,0,2024-10-26
Hi madam Khubsurat smile style BA sab kuch lekin Meri Rang Se Dur Ho,0,2025-01-29
